,SKU,FAMILY,DAY,QTY,TO
133832,ITEM-1191,FAMILY-6,10,0,0.0
133833,ITEM-1192,FAMILY-6,10,0,0.0
133834,ITEM-1193,FAMILY-6,10,4,7.92
133835,ITEM-1194,FAMILY-6,10,0,0.0
133836,ITEM-1195,FAMILY-6,10,2,4.56
133837,ITEM-1196,FAMILY-6,10,1,1.0
133838,ITEM-1197,FAMILY-6,10,3,4.5
133839,ITEM-1198,FAMILY-6,10,0,0.0
133840,ITEM-1199,FAMILY-6,10,9,9.0
133841,ITEM-1200,FAMILY-6,10,1,1.97
133842,ITEM-1201,FAMILY-6,10,8,8.0
133843,ITEM-1202,FAMILY-6,10,0,0.0
133844,ITEM-1203,FAMILY-6,10,3,17.94
133845,ITEM-1204,FAMILY-6,10,0,0.0
133846,ITEM-1205,FAMILY-6,10,2,6.56
133847,ITEM-1206,FAMILY-6,10,0,0.0
133848,ITEM-1207,FAMILY-6,10,0,0.0
133849,ITEM-1208,FAMILY-6,10,12,10.56
133850,ITEM-1209,FAMILY-6,10,3,13.14
133851,ITEM-1210,FAMILY-6,10,5,24.900000000000002
133852,ITEM-1211,FAMILY-6,10,0,0.0
133853,ITEM-1212,FAMILY-6,10,2,3.88
133854,ITEM-1213,FAMILY-6,10,0,0.0
133855,ITEM-1214,FAMILY-6,10,0,0.0
133856,ITEM-1215,FAMILY-6,10,0,0.0
133857,ITEM-1216,FAMILY-6,10,13,25.61
133858,ITEM-1217,FAMILY-6,10,8,21.44
133859,ITEM-1218,FAMILY-6,10,0,0.0
133860,ITEM-1219,FAMILY-6,10,4,7.92
133861,ITEM-1220,FAMILY-6,10,1,3.58
133862,ITEM-1221,FAMILY-6,10,2,4.94
133863,ITEM-1222,FAMILY-6,10,1,1.98
133864,ITEM-1223,FAMILY-6,10,7,13.86
133865,ITEM-1224,FAMILY-6,10,3,6.0
133866,ITEM-1225,FAMILY-6,10,0,0.0
133867,ITEM-1226,FAMILY-6,10,0,0.0
133868,ITEM-1227,FAMILY-6,10,1,6.22
133869,ITEM-1228,FAMILY-6,10,0,0.0
133870,ITEM-1229,FAMILY-6,10,0,0.0
133871,ITEM-1230,FAMILY-6,10,1,2.37
133872,ITEM-1231,FAMILY-7,10,4,7.92
133873,ITEM-1232,FAMILY-7,10,0,0.0
133874,ITEM-1233,FAMILY-7,10,0,0.0
133875,ITEM-1234,FAMILY-7,10,1,2.28
133876,ITEM-1235,FAMILY-7,10,1,1.98
133877,ITEM-1236,FAMILY-7,10,1,1.0
133878,ITEM-1237,FAMILY-7,10,1,2.28
133879,ITEM-1238,FAMILY-7,10,0,0.0
133880,ITEM-1239,FAMILY-7,10,0,0.0
133881,ITEM-1240,FAMILY-7,10,0,0.0
133882,ITEM-1241,FAMILY-7,10,1,2.0
133883,ITEM-1242,FAMILY-7,10,0,0.0
133884,ITEM-1243,FAMILY-7,10,4,17.52
133885,ITEM-1244,FAMILY-7,10,2,9.0
133886,ITEM-1245,FAMILY-7,10,0,0.0
133887,ITEM-1246,FAMILY-7,10,1,5.28
133888,ITEM-1247,FAMILY-7,10,10,29.8
133889,ITEM-1248,FAMILY-7,10,0,0.0
133890,ITEM-1249,FAMILY-7,10,2,2.5
133891,ITEM-1250,FAMILY-7,10,0,0.0
133892,ITEM-1251,FAMILY-7,10,3,8.34
133893,ITEM-1252,FAMILY-7,10,33,33.0
133894,ITEM-1253,FAMILY-7,10,0,0.0
133895,ITEM-1254,FAMILY-7,10,3,12.84
133896,ITEM-1255,FAMILY-7,10,1,1.98
133897,ITEM-1256,FAMILY-7,10,13,19.24
133898,ITEM-1257,FAMILY-7,10,14,28.0
133899,ITEM-1258,FAMILY-7,10,9,13.32
133900,ITEM-1259,FAMILY-7,10,3,10.44
133901,ITEM-1260,FAMILY-7,10,7,41.86
133902,ITEM-1261,FAMILY-7,10,3,9.540000000000001
133903,ITEM-1262,FAMILY-7,10,0,0.0
133904,ITEM-1263,FAMILY-7,10,0,0.0
133905,ITEM-1264,FAMILY-7,10,2,7.36
133906,ITEM-1265,FAMILY-7,10,1,1.68
133907,ITEM-1266,FAMILY-7,10,0,0.0
133908,ITEM-1267,FAMILY-7,10,0,0.0
133909,ITEM-1268,FAMILY-7,10,4,5.92
133910,ITEM-1269,FAMILY-7,10,0,0.0
133911,ITEM-1270,FAMILY-7,10,1,1.98
133912,ITEM-1271,FAMILY-7,10,0,0.0
133913,ITEM-1272,FAMILY-7,10,5,12.5
133914,ITEM-1273,FAMILY-7,10,0,0.0
133915,ITEM-1274,FAMILY-7,10,18,26.64
133916,ITEM-1275,FAMILY-7,10,1,2.38
133917,ITEM-1276,FAMILY-7,10,2,8.56
133918,ITEM-1277,FAMILY-7,10,0,0.0
133919,ITEM-1278,FAMILY-7,10,6,16.080000000000002
133920,ITEM-1279,FAMILY-7,10,8,30.24
133921,ITEM-1280,FAMILY-7,10,0,0.0
133922,ITEM-1281,FAMILY-7,10,4,7.92
133923,ITEM-1282,FAMILY-7,10,0,0.0
133924,ITEM-1283,FAMILY-7,10,1,4.98
133925,ITEM-1284,FAMILY-7,10,6,12.0
133926,ITEM-1285,FAMILY-7,10,7,8.75
133927,ITEM-1286,FAMILY-7,10,1,4.98
133928,ITEM-1287,FAMILY-7,10,0,0.0
133929,ITEM-1288,FAMILY-7,10,0,0.0
133930,ITEM-1289,FAMILY-7,10,0,0.0
133931,ITEM-1290,FAMILY-7,10,0,0.0
133932,ITEM-1291,FAMILY-7,10,0,0.0
133933,ITEM-1292,FAMILY-7,10,0,0.0
133934,ITEM-1293,FAMILY-7,10,0,0.0
133935,ITEM-1294,FAMILY-7,10,0,0.0
133936,ITEM-1295,FAMILY-7,10,2,2.0
133937,ITEM-1296,FAMILY-7,10,0,0.0
133938,ITEM-1297,FAMILY-7,10,0,0.0
133939,ITEM-1298,FAMILY-7,10,0,0.0
133940,ITEM-1299,FAMILY-7,10,45,39.6
133941,ITEM-1300,FAMILY-7,10,0,0.0
133942,ITEM-1301,FAMILY-7,10,0,0.0
133943,ITEM-1302,FAMILY-7,10,2,3.96
133944,ITEM-1303,FAMILY-7,10,0,0.0
133945,ITEM-1304,FAMILY-7,10,0,0.0
133946,ITEM-1305,FAMILY-7,10,8,31.04
133947,ITEM-1306,FAMILY-7,10,0,0.0
133948,ITEM-1307,FAMILY-7,10,0,0.0
133949,ITEM-1308,FAMILY-7,10,3,8.94
133950,ITEM-1309,FAMILY-7,10,0,0.0
133951,ITEM-1310,FAMILY-7,10,1,2.47
133952,ITEM-1311,FAMILY-7,10,7,8.75
133953,ITEM-1312,FAMILY-7,10,94,94.0
133954,ITEM-1313,FAMILY-7,10,4,4.0
133955,ITEM-1314,FAMILY-7,10,10,30.0
133956,ITEM-1315,FAMILY-7,10,1,1.0
133957,ITEM-1316,FAMILY-7,10,2,7.0
133958,ITEM-1317,FAMILY-7,10,0,0.0
133959,ITEM-1318,FAMILY-7,10,3,4.4399999999999995
133960,ITEM-1319,FAMILY-7,10,0,0.0
133961,ITEM-1320,FAMILY-7,10,0,0.0
133962,ITEM-1321,FAMILY-7,10,4,3.52
133963,ITEM-1322,FAMILY-7,10,0,0.0
133964,ITEM-1323,FAMILY-7,10,0,0.0
133965,ITEM-1324,FAMILY-7,10,1,3.58
133966,ITEM-1325,FAMILY-7,10,0,0.0
133967,ITEM-1326,FAMILY-7,10,7,13.86
133968,ITEM-1327,FAMILY-7,10,2,3.94
133969,ITEM-1328,FAMILY-7,10,0,0.0
133970,ITEM-1329,FAMILY-7,10,4,5.52
133971,ITEM-1330,FAMILY-7,10,18,22.5
133972,ITEM-1331,FAMILY-7,10,2,8.0
133973,ITEM-1332,FAMILY-7,10,10,12.5
133974,ITEM-1333,FAMILY-7,10,0,0.0
133975,ITEM-1334,FAMILY-7,10,4,16.0
133976,ITEM-1335,FAMILY-7,10,0,0.0
133977,ITEM-1336,FAMILY-7,10,0,0.0
133978,ITEM-1337,FAMILY-7,10,0,0.0
133979,ITEM-1338,FAMILY-7,10,4,23.92
133980,ITEM-1339,FAMILY-7,10,6,22.68
133981,ITEM-1340,FAMILY-7,10,2,3.96
133982,ITEM-1341,FAMILY-7,10,1,2.98
133983,ITEM-1342,FAMILY-7,10,7,13.86
133984,ITEM-1343,FAMILY-7,10,0,0.0
133985,ITEM-1344,FAMILY-7,10,10,14.8
133986,ITEM-1345,FAMILY-7,10,1,4.5
133987,ITEM-1346,FAMILY-7,10,1,1.98
133988,ITEM-1347,FAMILY-7,10,41,41.0
133989,ITEM-1348,FAMILY-7,10,4,10.0
133990,ITEM-1349,FAMILY-7,10,12,48.0
133991,ITEM-1350,FAMILY-7,10,13,19.24
148280,ITEM-901,FAMILY-5,11,1,2.0
148281,ITEM-902,FAMILY-5,11,2,3.36
148282,ITEM-903,FAMILY-5,11,9,17.73
148283,ITEM-904,FAMILY-5,11,1,3.97
148284,ITEM-905,FAMILY-5,11,0,0.0
148285,ITEM-906,FAMILY-5,11,0,0.0
148286,ITEM-907,FAMILY-5,11,2,17.94
148287,ITEM-908,FAMILY-5,11,6,53.28
148288,ITEM-909,FAMILY-5,11,13,37.44
148289,ITEM-910,FAMILY-5,11,0,0.0
148290,ITEM-911,FAMILY-5,11,2,15.94
148291,ITEM-912,FAMILY-5,11,4,9.52
148292,ITEM-913,FAMILY-5,11,4,15.88
148293,ITEM-914,FAMILY-5,11,1,2.18
148294,ITEM-915,FAMILY-5,11,0,0.0
148295,ITEM-916,FAMILY-5,11,5,19.85
148296,ITEM-917,FAMILY-5,11,0,0.0
148297,ITEM-918,FAMILY-5,11,0,0.0
148298,ITEM-919,FAMILY-5,11,2,4.0
148299,ITEM-920,FAMILY-5,11,0,0.0
148300,ITEM-921,FAMILY-5,11,0,0.0
148301,ITEM-922,FAMILY-5,11,1,3.12
148302,ITEM-923,FAMILY-5,11,0,0.0
148303,ITEM-924,FAMILY-5,11,0,0.0
148304,ITEM-925,FAMILY-5,11,0,0.0
148305,ITEM-926,FAMILY-5,11,0,0.0
148306,ITEM-927,FAMILY-5,11,1,2.94
148307,ITEM-928,FAMILY-5,11,0,0.0
148308,ITEM-929,FAMILY-5,11,0,0.0
148309,ITEM-930,FAMILY-5,11,0,0.0
148310,ITEM-931,FAMILY-5,11,6,11.879999999999999
148311,ITEM-932,FAMILY-5,11,0,0.0
148312,ITEM-933,FAMILY-5,11,0,0.0
148313,ITEM-934,FAMILY-5,11,0,0.0
148314,ITEM-935,FAMILY-5,11,0,0.0
148315,ITEM-936,FAMILY-5,11,0,0.0
148316,ITEM-937,FAMILY-5,11,6,13.379999999999999
148317,ITEM-938,FAMILY-5,11,3,8.19
148318,ITEM-939,FAMILY-5,11,0,0.0
148319,ITEM-940,FAMILY-5,11,24,71.52
148320,ITEM-941,FAMILY-5,11,2,5.36
148321,ITEM-942,FAMILY-5,11,31,19.84
148322,ITEM-943,FAMILY-5,11,1,6.98
148323,ITEM-944,FAMILY-5,11,3,7.5
148324,ITEM-945,FAMILY-5,11,0,0.0
148325,ITEM-946,FAMILY-5,11,1,2.46
148326,ITEM-947,FAMILY-5,11,12,134.88
148327,ITEM-948,FAMILY-5,11,2,10.24
148328,ITEM-949,FAMILY-5,11,0,0.0
148329,ITEM-950,FAMILY-5,11,0,0.0
148330,ITEM-951,FAMILY-5,11,0,0.0
148331,ITEM-952,FAMILY-5,11,0,0.0
148332,ITEM-953,FAMILY-5,11,0,0.0
148333,ITEM-954,FAMILY-5,11,2,4.68
148334,ITEM-955,FAMILY-5,11,1,2.98
148335,ITEM-956,FAMILY-5,11,1,2.98
148336,ITEM-957,FAMILY-5,11,4,10.92
148337,ITEM-958,FAMILY-5,11,1,2.98
148338,ITEM-959,FAMILY-5,11,3,7.5
148339,ITEM-960,FAMILY-5,11,6,70.67999999999999
148340,ITEM-961,FAMILY-5,11,1,6.48
148341,ITEM-962,FAMILY-5,11,1,2.28
148342,ITEM-963,FAMILY-5,11,0,0.0
148343,ITEM-964,FAMILY-5,11,5,34.900000000000006
148344,ITEM-965,FAMILY-5,11,0,0.0
148345,ITEM-966,FAMILY-5,11,1,5.98
148346,ITEM-967,FAMILY-5,11,2,13.68
148347,ITEM-968,FAMILY-5,11,2,3.76
148348,ITEM-969,FAMILY-5,11,1,4.96
148349,ITEM-970,FAMILY-5,11,4,10.92
148350,ITEM-971,FAMILY-5,11,2,5.28
148351,ITEM-972,FAMILY-5,11,1,1.08
148352,ITEM-973,FAMILY-5,11,2,10.36
148353,ITEM-974,FAMILY-5,11,2,4.68
148354,ITEM-975,FAMILY-5,11,0,0.0
148355,ITEM-976,FAMILY-5,11,4,11.92
148356,ITEM-977,FAMILY-5,11,1,9.38
148357,ITEM-978,FAMILY-5,11,0,0.0
148358,ITEM-979,FAMILY-5,11,3,7.02
148359,ITEM-980,FAMILY-5,11,4,10.32
148360,ITEM-981,FAMILY-5,11,0,0.0
148361,ITEM-982,FAMILY-5,11,0,0.0
148362,ITEM-983,FAMILY-5,11,0,0.0
148363,ITEM-984,FAMILY-5,11,0,0.0
148364,ITEM-985,FAMILY-5,11,0,0.0
148365,ITEM-986,FAMILY-5,11,0,0.0
148366,ITEM-987,FAMILY-5,11,0,0.0
148367,ITEM-988,FAMILY-5,11,0,0.0
148368,ITEM-989,FAMILY-5,11,0,0.0
148369,ITEM-990,FAMILY-5,11,1,5.98
148370,ITEM-991,FAMILY-5,11,4,27.92
148371,ITEM-992,FAMILY-5,11,3,20.94
148372,ITEM-993,FAMILY-5,11,4,7.92
148373,ITEM-994,FAMILY-5,11,7,13.86
148374,ITEM-995,FAMILY-5,11,0,0.0
148375,ITEM-996,FAMILY-5,11,2,5.96
148376,ITEM-997,FAMILY-5,11,0,0.0
148377,ITEM-998,FAMILY-5,11,0,0.0
148378,ITEM-999,FAMILY-5,11,0,0.0
148379,ITEM-1000,FAMILY-5,11,0,0.0
148380,ITEM-1001,FAMILY-5,11,2,6.0
148381,ITEM-1002,FAMILY-5,11,5,12.3
148382,ITEM-1003,FAMILY-5,11,1,2.98
148383,ITEM-1004,FAMILY-5,11,3,5.34
148384,ITEM-1005,FAMILY-5,11,5,15.0
148385,ITEM-1006,FAMILY-5,11,3,20.94
148386,ITEM-1007,FAMILY-5,11,0,0.0
148387,ITEM-1008,FAMILY-5,11,0,0.0
148388,ITEM-1009,FAMILY-5,11,0,0.0
148389,ITEM-1010,FAMILY-5,11,0,0.0
148390,ITEM-1011,FAMILY-5,11,5,13.65
148391,ITEM-1012,FAMILY-5,11,0,0.0
148392,ITEM-1013,FAMILY-6,11,2,5.46
148393,ITEM-1014,FAMILY-6,11,0,0.0
148394,ITEM-1015,FAMILY-6,11,1,1.52
148395,ITEM-1016,FAMILY-6,11,2,7.36
148396,ITEM-1017,FAMILY-6,11,0,0.0
148397,ITEM-1018,FAMILY-6,11,0,0.0
148398,ITEM-1019,FAMILY-6,11,0,0.0
148399,ITEM-1020,FAMILY-6,11,3,8.94
148400,ITEM-1021,FAMILY-6,11,6,14.04
148401,ITEM-1022,FAMILY-6,11,0,0.0
148402,ITEM-1023,FAMILY-6,11,1,2.98
148403,ITEM-1024,FAMILY-6,11,4,32.96
148404,ITEM-1025,FAMILY-6,11,0,0.0
148405,ITEM-1026,FAMILY-6,11,0,0.0
148406,ITEM-1027,FAMILY-6,11,9,21.419999999999998
148407,ITEM-1028,FAMILY-6,11,6,11.879999999999999
148408,ITEM-1029,FAMILY-6,11,0,0.0
148409,ITEM-1030,FAMILY-6,11,0,0.0
148410,ITEM-1031,FAMILY-6,11,5,12.5
148411,ITEM-1032,FAMILY-6,11,0,0.0
148412,ITEM-1033,FAMILY-6,11,9,16.02
148413,ITEM-1034,FAMILY-6,11,0,0.0
148414,ITEM-1035,FAMILY-6,11,2,5.72
148415,ITEM-1036,FAMILY-6,11,3,11.040000000000001
148416,ITEM-1037,FAMILY-6,11,0,0.0
148417,ITEM-1038,FAMILY-6,11,3,29.64
148418,ITEM-1039,FAMILY-6,11,0,0.0
148419,ITEM-1040,FAMILY-6,11,0,0.0
148420,ITEM-1041,FAMILY-6,11,0,0.0
148421,ITEM-1042,FAMILY-6,11,0,0.0
148422,ITEM-1043,FAMILY-6,11,3,20.94
148423,ITEM-1044,FAMILY-6,11,1,2.64
148424,ITEM-1045,FAMILY-6,11,6,25.08
148425,ITEM-1046,FAMILY-6,11,0,0.0
148426,ITEM-1047,FAMILY-6,11,1,3.68
148427,ITEM-1048,FAMILY-6,11,0,0.0
148428,ITEM-1049,FAMILY-6,11,3,5.9399999999999995
148429,ITEM-1050,FAMILY-6,11,0,0.0
148430,ITEM-1051,FAMILY-6,11,0,0.0
148431,ITEM-1052,FAMILY-6,11,0,0.0
148432,ITEM-1053,FAMILY-6,11,1,2.5
148433,ITEM-1054,FAMILY-6,11,2,4.68
148434,ITEM-1055,FAMILY-6,11,2,4.68
148435,ITEM-1056,FAMILY-6,11,1,2.98
148436,ITEM-1057,FAMILY-6,11,4,9.12
148437,ITEM-1058,FAMILY-6,11,7,27.86
148438,ITEM-1059,FAMILY-6,11,0,0.0
148439,ITEM-1060,FAMILY-6,11,0,0.0
148440,ITEM-1061,FAMILY-6,11,0,0.0
148441,ITEM-1062,FAMILY-6,11,1,2.34
148442,ITEM-1063,FAMILY-6,11,2,5.0
148443,ITEM-1064,FAMILY-6,11,0,0.0
148444,ITEM-1065,FAMILY-6,11,19,104.12
148445,ITEM-1066,FAMILY-6,11,1,3.0
148446,ITEM-1067,FAMILY-6,11,5,10.4
148447,ITEM-1068,FAMILY-6,11,0,0.0
148448,ITEM-1069,FAMILY-6,11,0,0.0
148449,ITEM-1070,FAMILY-6,11,0,0.0
148450,ITEM-1071,FAMILY-6,11,0,0.0
148451,ITEM-1072,FAMILY-6,11,0,0.0
148452,ITEM-1073,FAMILY-6,11,0,0.0
148453,ITEM-1074,FAMILY-6,11,0,0.0
148454,ITEM-1075,FAMILY-6,11,0,0.0
148455,ITEM-1076,FAMILY-6,11,0,0.0
148456,ITEM-1077,FAMILY-6,11,18,53.64
148457,ITEM-1078,FAMILY-6,11,0,0.0
148458,ITEM-1079,FAMILY-6,11,0,0.0
148459,ITEM-1080,FAMILY-6,11,0,0.0
148460,ITEM-1081,FAMILY-6,11,7,10.64
148461,ITEM-1082,FAMILY-6,11,5,17.4
148462,ITEM-1083,FAMILY-6,11,2,5.96
148463,ITEM-1084,FAMILY-6,11,0,0.0
148464,ITEM-1085,FAMILY-6,11,0,0.0
148465,ITEM-1086,FAMILY-6,11,8,28.64
148466,ITEM-1087,FAMILY-6,11,3,4.0200000000000005
148467,ITEM-1088,FAMILY-6,11,1,11.78
148468,ITEM-1089,FAMILY-6,11,0,0.0
148469,ITEM-1090,FAMILY-6,11,0,0.0
148470,ITEM-1091,FAMILY-6,11,4,8.92
148471,ITEM-1092,FAMILY-6,11,0,0.0
148472,ITEM-1093,FAMILY-6,11,3,11.64
148473,ITEM-1094,FAMILY-6,11,0,0.0
148474,ITEM-1095,FAMILY-6,11,0,0.0
148475,ITEM-1096,FAMILY-6,11,0,0.0
148476,ITEM-1097,FAMILY-6,11,2,5.46
148477,ITEM-1098,FAMILY-6,11,8,20.0
148478,ITEM-1099,FAMILY-6,11,0,0.0
148479,ITEM-1100,FAMILY-6,11,0,0.0
148480,ITEM-1101,FAMILY-6,11,0,0.0
148481,ITEM-1102,FAMILY-6,11,0,0.0
148482,ITEM-1103,FAMILY-6,11,0,0.0
148483,ITEM-1104,FAMILY-6,11,3,3.24
148484,ITEM-1105,FAMILY-6,11,1,1.98
148485,ITEM-1106,FAMILY-6,11,0,0.0
148486,ITEM-1107,FAMILY-6,11,1,3.98
148487,ITEM-1108,FAMILY-6,11,0,0.0
148488,ITEM-1109,FAMILY-6,11,3,10.02
148489,ITEM-1110,FAMILY-6,11,0,0.0
148490,ITEM-1111,FAMILY-6,11,0,0.0
148491,ITEM-1112,FAMILY-6,11,1,5.98
148492,ITEM-1113,FAMILY-6,11,1,3.25
148493,ITEM-1114,FAMILY-6,11,0,0.0
148494,ITEM-1115,FAMILY-6,11,12,26.759999999999998
148495,ITEM-1116,FAMILY-6,11,0,0.0
148496,ITEM-1117,FAMILY-6,11,2,6.0
148497,ITEM-1118,FAMILY-6,11,5,14.399999999999999
148498,ITEM-1119,FAMILY-6,11,3,7.5
148499,ITEM-1120,FAMILY-6,11,1,2.23
148500,ITEM-1121,FAMILY-6,11,0,0.0
148501,ITEM-1122,FAMILY-6,11,2,4.46
148502,ITEM-1123,FAMILY-6,11,38,24.32
148503,ITEM-1124,FAMILY-6,11,0,0.0
148504,ITEM-1125,FAMILY-6,11,1,2.32
148505,ITEM-1126,FAMILY-6,11,0,0.0
148506,ITEM-1127,FAMILY-6,11,6,41.88
148507,ITEM-1128,FAMILY-6,11,0,0.0
148508,ITEM-1129,FAMILY-6,11,10,23.799999999999997
148509,ITEM-1130,FAMILY-6,11,0,0.0
148510,ITEM-1131,FAMILY-6,11,0,0.0
148511,ITEM-1132,FAMILY-6,11,0,0.0
148512,ITEM-1133,FAMILY-6,11,1,1.98
148513,ITEM-1134,FAMILY-6,11,0,0.0
148514,ITEM-1135,FAMILY-6,11,0,0.0
148515,ITEM-1136,FAMILY-6,11,0,0.0
148516,ITEM-1137,FAMILY-6,11,0,0.0
148517,ITEM-1138,FAMILY-6,11,0,0.0
148518,ITEM-1139,FAMILY-6,11,9,27.0
148519,ITEM-1140,FAMILY-6,11,0,0.0
148520,ITEM-1141,FAMILY-6,11,2,3.96
148521,ITEM-1142,FAMILY-6,11,2,9.96
148522,ITEM-1143,FAMILY-6,11,1,2.28
148523,ITEM-1144,FAMILY-6,11,2,5.96
148524,ITEM-1145,FAMILY-6,11,2,3.96
148525,ITEM-1146,FAMILY-6,11,1,2.28
148526,ITEM-1147,FAMILY-6,11,1,1.98
148527,ITEM-1148,FAMILY-6,11,0,0.0
148528,ITEM-1149,FAMILY-6,11,3,5.9399999999999995
148529,ITEM-1150,FAMILY-6,11,0,0.0
148530,ITEM-1151,FAMILY-6,11,0,0.0
148531,ITEM-1152,FAMILY-6,11,2,3.16
148532,ITEM-1153,FAMILY-6,11,0,0.0
148533,ITEM-1154,FAMILY-6,11,1,1.98
148534,ITEM-1155,FAMILY-6,11,14,17.5
148535,ITEM-1156,FAMILY-6,11,0,0.0
148536,ITEM-1157,FAMILY-6,11,3,8.64
148537,ITEM-1158,FAMILY-6,11,1,1.98
148538,ITEM-1159,FAMILY-6,11,1,3.5
148539,ITEM-1160,FAMILY-6,11,0,0.0
148540,ITEM-1161,FAMILY-6,11,59,59.0
148541,ITEM-1162,FAMILY-6,11,0,0.0
148542,ITEM-1163,FAMILY-6,11,1,3.58
148543,ITEM-1164,FAMILY-6,11,0,0.0
148544,ITEM-1165,FAMILY-6,11,0,0.0
148545,ITEM-1166,FAMILY-6,11,3,4.4399999999999995
148546,ITEM-1167,FAMILY-6,11,7,13.86
148547,ITEM-1168,FAMILY-6,11,0,0.0
148548,ITEM-1169,FAMILY-6,11,3,5.91
148549,ITEM-1170,FAMILY-6,11,0,0.0
148550,ITEM-1171,FAMILY-6,11,0,0.0
148551,ITEM-1172,FAMILY-6,11,5,18.9
148552,ITEM-1173,FAMILY-6,11,2,5.96
148553,ITEM-1174,FAMILY-6,11,0,0.0
148554,ITEM-1175,FAMILY-6,11,1,1.25
148555,ITEM-1176,FAMILY-6,11,7,15.260000000000002
148556,ITEM-1177,FAMILY-6,11,5,29.900000000000002
148557,ITEM-1178,FAMILY-6,11,18,26.64
148558,ITEM-1179,FAMILY-6,11,0,0.0
148559,ITEM-1180,FAMILY-6,11,0,0.0
148560,ITEM-1181,FAMILY-6,11,2,38.96
148561,ITEM-1182,FAMILY-6,11,2,2.5
148562,ITEM-1183,FAMILY-6,11,0,0.0
148563,ITEM-1184,FAMILY-6,11,0,0.0
148564,ITEM-1185,FAMILY-6,11,1,4.88
148565,ITEM-1186,FAMILY-6,11,2,7.36
148566,ITEM-1187,FAMILY-6,11,2,3.94
148567,ITEM-1188,FAMILY-6,11,3,16.919999999999998
148568,ITEM-1189,FAMILY-6,11,1,4.38
148569,ITEM-1190,FAMILY-6,11,8,16.0
148570,ITEM-1191,FAMILY-6,11,0,0.0
148571,ITEM-1192,FAMILY-6,11,0,0.0
148572,ITEM-1193,FAMILY-6,11,4,7.92
148573,ITEM-1194,FAMILY-6,11,0,0.0
148574,ITEM-1195,FAMILY-6,11,8,18.24
148575,ITEM-1196,FAMILY-6,11,3,3.0
148576,ITEM-1197,FAMILY-6,11,6,9.0
148577,ITEM-1198,FAMILY-6,11,3,13.14
148578,ITEM-1199,FAMILY-6,11,5,5.0
148579,ITEM-1200,FAMILY-6,11,1,1.97
148580,ITEM-1201,FAMILY-6,11,3,3.0
148581,ITEM-1202,FAMILY-6,11,0,0.0
148582,ITEM-1203,FAMILY-6,11,6,35.88
148583,ITEM-1204,FAMILY-6,11,0,0.0
148584,ITEM-1205,FAMILY-6,11,2,6.56
148585,ITEM-1206,FAMILY-6,11,0,0.0
148586,ITEM-1207,FAMILY-6,11,0,0.0
148587,ITEM-1208,FAMILY-6,11,10,8.8
148588,ITEM-1209,FAMILY-6,11,4,17.52
148589,ITEM-1210,FAMILY-6,11,2,9.96
148590,ITEM-1211,FAMILY-6,11,0,0.0
148591,ITEM-1212,FAMILY-6,11,2,3.88
148592,ITEM-1213,FAMILY-6,11,0,0.0
148593,ITEM-1214,FAMILY-6,11,2,11.96
148594,ITEM-1215,FAMILY-6,11,0,0.0
148595,ITEM-1216,FAMILY-6,11,15,29.55
148596,ITEM-1217,FAMILY-6,11,4,10.72
148597,ITEM-1218,FAMILY-6,11,2,5.96
148598,ITEM-1219,FAMILY-6,11,4,7.92
148599,ITEM-1220,FAMILY-6,11,9,32.22
148600,ITEM-1221,FAMILY-6,11,0,0.0
148601,ITEM-1222,FAMILY-6,11,1,1.98
148602,ITEM-1223,FAMILY-6,11,0,0.0
148603,ITEM-1224,FAMILY-6,11,6,12.0
148604,ITEM-1225,FAMILY-6,11,0,0.0
148605,ITEM-1226,FAMILY-6,11,1,3.78
148606,ITEM-1227,FAMILY-6,11,1,6.22
148607,ITEM-1228,FAMILY-6,11,0,0.0
148608,ITEM-1229,FAMILY-6,11,0,0.0
148609,ITEM-1230,FAMILY-6,11,2,4.74
148610,ITEM-1231,FAMILY-7,11,7,13.86
148611,ITEM-1232,FAMILY-7,11,0,0.0
148612,ITEM-1233,FAMILY-7,11,1,2.98
148613,ITEM-1234,FAMILY-7,11,1,2.28
148614,ITEM-1235,FAMILY-7,11,0,0.0
148615,ITEM-1236,FAMILY-7,11,0,0.0
148616,ITEM-1237,FAMILY-7,11,0,0.0
148617,ITEM-1238,FAMILY-7,11,0,0.0
148618,ITEM-1239,FAMILY-7,11,2,9.0
148619,ITEM-1240,FAMILY-7,11,0,0.0
148620,ITEM-1241,FAMILY-7,11,0,0.0
148621,ITEM-1242,FAMILY-7,11,0,0.0
148622,ITEM-1243,FAMILY-7,11,6,26.28
148623,ITEM-1244,FAMILY-7,11,0,0.0
148624,ITEM-1245,FAMILY-7,11,0,0.0
148625,ITEM-1246,FAMILY-7,11,0,0.0
148626,ITEM-1247,FAMILY-7,11,1,2.98
148627,ITEM-1248,FAMILY-7,11,0,0.0
148628,ITEM-1249,FAMILY-7,11,7,8.75
148629,ITEM-1250,FAMILY-7,11,0,0.0
148630,ITEM-1251,FAMILY-7,11,3,8.34
148631,ITEM-1252,FAMILY-7,11,36,36.0
148632,ITEM-1253,FAMILY-7,11,0,0.0
148633,ITEM-1254,FAMILY-7,11,0,0.0
148634,ITEM-1255,FAMILY-7,11,7,13.86
148635,ITEM-1256,FAMILY-7,11,7,10.36
148636,ITEM-1257,FAMILY-7,11,9,18.0
148637,ITEM-1258,FAMILY-7,11,5,7.4
